6,174,2221
178,174,2221
6,175,2222
90,175,2222
6,176,2223
174,176,2223
6,177,2224
6,178,2225
6,179,2226
35,179,2226
147,179,2226
7,180,2227
83,180,2227
211,180,2227
7,181,2228
7,182,2229
35,182,2229
142,182,2229
7,183,2230
178,183,2230
7,184,2231
72,184,2231
7,185,2232
84,185,2232
150,185,2232
7,186,2233
70,186,2233
168,186,2233
7,187,2234
169,187,2234
7,188,2235
34,188,2235
57,188,2235
155,188,2235
7,189,2236
57,189,2236
71,189,2236
140,189,2236
7,190,2237
79,190,2237
7,191,2238
90,191,2238
123,191,2238
7,192,2239
64,192,2239
127,192,2239
7,193,2240
175,193,2240
7,194,2241
226,194,2241
7,195,2242
92,195,2242
7,196,2243
7,197,2244
7,198,2245
198,198,2245
200,198,2245
7,199,2246
96,199,2246
7,200,2247
39,200,2247
7,201,2248
39,201,2248
65,201,2248
7,202,2249
65,202,2249
203,202,2249
7,203,2250
81,203,2250
168,203,2250
7,204,2251
7,205,2252
109,205,2252
7,206,2253
127,206,2253
7,207,2254
36,207,2254
57,207,2254
180,207,2254
7,208,2255
115,208,2255
7,209,2256
36,209,2256
55,209,2256
8,210,2257
8,211,2258
165,211,2258
8,212,2259
81,212,2259
209,212,2259
8,213,2260
8,214,2261
40,214,2261
130,214,2261
8,215,2262
41,215,2262
8,216,2263
8,217,2264
45,217,2264
8,218,2265
8,219,2266
8,220,2267
60,220,2267
8,221,2268
162,221,2268
8,222,2269
90,222,2269
179,222,2269
8,223,2270
117,223,2270
8,224,2271
65,224,2271
8,225,2272
51,225,2272
8,226,2273
42,226,2273
8,227,2274
8,228,2275
83,228,2275
8,229,2276
42,229,2276
8,230,2277
8,231,2278
62,231,2278
179,231,2278
8,232,2279
8,233,2280
8,234,2281
67,234,2281
135,234,2281
8,235,2282
8,236,2283
44,236,2283
164,236,2283
8,237,2284
96,237,2284
8,238,2285
8,239,2286
9,240,2287
147,240,2287
9,241,2288
9,242,2289
87,242,2289
201,242,2289
9,243,2290
9,244,2291
37,244,2291
144,244,2291
9,245,2292
43,245,2292
57,245,2292
9,246,2293
89,246,2293
9,247,2294
215,247,2294
9,248,2295
9,249,2296
41,249,2296
9,250,2297
9,251,2298
72,251,2298
9,252,2299
110,252,2299
230,252,2299
9,253,2300
9,254,2301
57,254,2301
9,255,2302
41,255,2302
57,255,2302
9,256,2303
82,256,2303
9,257,2304
60,257,2304
152,257,2304
9,258,2305
49,258,2305
9,259,2306
78,259,2306
173,259,2306
9,260,2307
9,261,2308
9,262,2309
41,262,2309
9,263,2310
9,264,2311
173,264,2311
9,265,2312
125,265,2312
9,266,2313
115,266,2313
9,267,2314
43,267,2314
160,267,2314
9,268,2315
58,268,2315
66,268,2315
9,269,2316
218,269,2316
10,270,2317
230,270,2317
10,271,2318
10,272,2319
169,272,2319
10,273,2320
10,274,2321
10,275,2322
10,276,2323
10,277,2324
10,278,2325
61,278,2325
10,279,2326
10,280,2327
10,281,2328
159,281,2328
10,282,2329
95,282,2329
10,283,2330
231,283,2330
10,284,2331
49,284,2331
10,285,2332
10,286,2333
61,286,2333
10,287,2334
10,288,2335
10,289,2336
66,289,2336
10,290,2337
10,291,2338
10,292,2339
10,293,2340
223,293,2340
10,294,2341
169,294,2341
10,295,2342
10,296,2343
10,297,2344
128,297,2344
10,298,2345
10,299,2346
159,299,2346
11,300,2347
11,301,2348
11,302,2349
79,302,2349
11,303,2350
79,303,2350
11,304,2351
11,305,2352
163,305,2352
11,306,2353
91,306,2353
11,307,2354
122,307,2354
11,308,2355
11,309,2356
192,309,2356
11,310,2357
11,311,2358
51,311,2358
11,312,2359
76,312,2359
11,313,2360
178,313,2360
1,314,2361
11,314,2361
11,315,2362
11,316,2363
11,317,2364
169,317,2364
11,318,2365
11,319,2366
60,319,2366
11,320,2367
11,321,2368
82,321,2368
11,322,2369
11,323,2370
128,323,2370
11,324,2371
168,324,2371
11,325,2372
178,325,2372
11,326,2373
11,327,2374
167,327,2374
192,327,2374
11,328,2375
89,328,2375
11,329,2376
12,330,2377
12,331,2378
12,332,2379
12,333,2380
12,334,2381
12,335,2382
12,336,2383
12,337,2384
78,337,2384
12,338,2385
60,338,2385
214,338,2385
12,339,2386
34,339,2386
181,339,2386
228,339,2386
12,340,2387
151,340,2387
12,341,2388
156,341,2388
12,342,2389
168,342,2389
12,343,2390
95,343,2390
229,343,2390
12,344,2391
149,344,2391
12,345,2392
12,346,2393
12,347,2394
205,347,2394
12,348,2395
207,348,2395
12,349,2396
12,350,2397
128,350,2397
12,351,2398
128,351,2398
176,351,2398
12,352,2399
181,352,2399
223,352,2399
12,353,2400
67,353,2400
12,354,2401
61,354,2401
152,354,2401
12,355,2402
87,355,2402
12,356,2403
72,356,2403
12,357,2404
107,357,2404
12,358,2405
118,358,2405
180,358,2405
12,359,2406
13,360,2407
13,361,2408
107,361,2408
13,362,2409
181,362,2409
13,363,2410
39,363,2410
203,363,2410
13,364,2411
13,365,2412
160,365,2412
13,366,2413
13,367,2414
161,367,2414
13,368,2415
42,368,2415
147,368,2415
13,369,2416
188,369,2416
13,370,2417
188,370,2417
13,371,2418
13,372,2419
35,372,2419
130,372,2419
13,373,2420
51,373,2420
165,373,2420
13,374,2421
13,375,2422
13,376,2423
149,376,2423
13,377,2424
13,378,2425
13,379,2426
63,379,2426
138,379,2426
225,379,2426
13,380,2427
13,381,2428
95,381,2428
13,382,2429
81,382,2429
13,383,2430
57,383,2430
70,383,2430
13,384,2431
13,385,2432
78,385,2432
13,386,2433
165,386,2433
13,387,2434
61,387,2434
211,387,2434
13,388,2435
38,388,2435
13,389,2436
14,390,2437
40,390,2437
47,390,2437
14,391,2438
50,391,2438
14,392,2439
14,393,2440
43,393,2440
14,394,2441
96,394,2441
14,395,2442
216,395,2442
14,396,2443
108,396,2443
174,396,2443
14,397,2444
46,397,2444
69,397,2444
14,398,2445
45,398,2445
14,399,2446
14,400,2447
87,400,2447
156,400,2447
14,401,2448
39,401,2448
170,401,2448
14,402,2449
34,402,2449
75,402,2449
14,403,2450
175,403,2450
14,404,2451
72,404,2451
14,405,2452
116,405,2452
14,406,2453
207,406,2453
14,407,2454
82,407,2454
132,407,2454
232,407,2454
14,408,2455
46,408,2455
148,408,2455
14,409,2456
63,409,2456
173,409,2456
14,410,2457
42,410,2457
212,410,2457
14,411,2458
44,411,2458
207,411,2458
14,412,2459
60,412,2459
14,413,2460
146,413,2460
14,414,2461
95,414,2461
14,415,2462
73,415,2462
14,416,2463
14,417,2464
55,417,2464
129,417,2464
14,418,2465
14,419,2466
35,419,2466
164,419,2466
15,420,2467
15,421,2468
66,421,2468
162,421,2468
15,422,2469
164,422,2469
15,423,2470
57,423,2470
15,424,2471
95,424,2471
15,425,2472
15,426,2473
15,427,2474
142,427,2474
15,428,2475
142,428,2475
15,429,2476
87,429,2476
15,430,2477
80,430,2477
15,431,2478
150,431,2478
15,432,2479
140,432,2479
15,433,2480
166,433,2480
15,434,2481
35,434,2481
15,435,2482
58,435,2482
15,436,2483
111,436,2483
15,437,2484
40,437,2484
15,438,2485
213,438,2485
15,439,2486
184,439,2486
15,440,2487
207,440,2487
15,441,2488
106,441,2488
15,442,2489
15,443,2490
106,443,2490
15,444,2491
15,445,2492
15,446,2493
15,447,2494
15,448,2495
35,448,2495
57,448,2495
189,448,2495
15,449,2496
95,449,2496
16,450,2497
136,450,2497
163,450,2497
16,451,2498
39,451,2498
16,452,2499
48,452,2499
16,453,2500
95,453,2500
16,454,2501
51,454,2501
16,455,2502
48,455,2502
70,455,2502
16,456,2503
38,456,2503
57,456,2503
183,456,2503
16,457,2504
39,457,2504
16,458,2505
80,458,2505
183,458,2505
16,459,2506
77,459,2506
16,460,2507
78,460,2507
16,461,2508
213,461,2508
16,462,2509
68,462,2509
16,463,2510
130,463,2510
16,464,2511
171,464,2511
16,465,2512
128,465,2512
16,466,2513
44,466,2513
16,467,2514
47,467,2514
16,468,2515
36,468,2515
16,469,2516
36,469,2516
58,469,2516
16,470,2517
95,470,2517
16,471,2518
16,472,2519
43,472,2519
16,473,2520
129,473,2520
16,474,2521
65,474,2521
159,474,2521
16,475,2522
45,475,2522
126,475,2522
16,476,2523
163,476,2523
16,477,2524
107,477,2524
16,478,2525
57,478,2525
58,478,2525
148,478,2525
223,478,2525
16,479,2526
44,479,2526
17,480,2527
41,480,2527
17,481,2528
70,481,2528
156,481,2528
17,482,2529
36,482,2529
149,482,2529
17,483,2530
17,484,2531
47,484,2531
203,484,2531
17,485,2532
34,485,2532
57,485,2532
176,485,2532
17,486,2533
17,487,2534
58,487,2534
162,487,2534
222,487,2534
17,488,2535
17,489,2536
17,490,2537
62,490,2537
17,491,2538
48,491,2538
17,492,2539
73,492,2539
17,493,2540
149,493,2540
17,494,2541
145,494,2541
17,495,2542
107,495,2542
17,496,2543
17,497,2544
91,497,2544
17,498,2545
149,498,2545
17,499,2546
213,499,2546
17,500,2547
48,500,2547
173,500,2547
17,501,2548
95,501,2548
187,501,2548
17,502,2549
17,503,2550
82,503,2550
17,504,2551
17,505,2552
86,505,2552
17,506,2553
35,506,2553
157,506,2553
17,507,2554
17,508,2555
65,508,2555
17,509,2556
61,509,2556
153,509,2556
18,510,2557
35,510,2557
57,510,2557
18,511,2558
118,511,2558
153,511,2558
18,512,2559
148,512,2559
18,513,2560
132,513,2560
18,514,2561
18,515,2562
35,515,2562
169,515,2562
18,516,2563
57,516,2563
18,517,2564
40,517,2564
144,517,2564
18,518,2565
73,518,2565
18,519,2566
57,519,2566
64,519,2566
18,520,2567
76,520,2567
156,520,2567
18,521,2568
70,521,2568
211,521,2568
18,522,2569
40,522,2569
132,522,2569
18,523,2570
39,523,2570
18,524,2571
72,524,2571
18,525,2572
18,526,2573
34,526,2573
177,526,2573
18,527,2574
40,527,2574
177,527,2574
18,528,2575
22,528,2575
34,528,2575
18,529,2576
18,530,2577
204,530,2577
18,531,2578
46,531,2578
154,531,2578
18,532,2579
18,533,2580
47,533,2580
149,533,2580
18,534,2581
47,534,2581
160,534,2581
18,535,2582
78,535,2582
18,536,2583
80,536,2583
208,536,2583
18,537,2584
36,537,2584
181,537,2584
18,538,2585
41,538,2585
18,539,2586
19,540,2587
187,540,2587
19,541,2588
77,541,2588
19,542,2589
19,543,2590
38,543,2590
125,543,2590
19,544,2591
118,544,2591
19,545,2592
59,545,2592
178,545,2592
19,546,2593
58,546,2593
160,546,2593
19,547,2594
95,547,2594
146,547,2594
19,548,2595
109,548,2595
19,549,2596
19,550,2597
19,551,2598
65,551,2598
19,552,2599
105,552,2599
19,553,2600
98,553,2600
181,553,2600
19,554,2601
19,555,2602
45,555,2602
19,556,2603
134,556,2603
19,557,2604
66,557,2604
141,557,2604
19,558,2605
132,558,2605
19,559,2606
113,559,2606
208,559,2606
19,560,2607
45,560,2607
19,561,2608
71,561,2608
186,561,2608
19,562,2609
63,562,2609
19,563,2610
92,563,2610
141,563,2610
19,564,2611
49,564,2611
19,565,2612
38,565,2612
57,565,2612
177,565,2612
19,566,2613
98,566,2613
144,566,2613
19,567,2614
43,567,2614
139,567,2614
19,568,2615
57,568,2615
64,568,2615
229,568,2615
19,569,2616
104,569,2616
166,569,2616
20,570,2617
64,570,2617
20,571,2618
109,571,2618
20,572,2619
20,573,2620
145,573,2620
20,574,2621
42,574,2621
20,575,2622
50,575,2622
187,575,2622
20,576,2623
20,577,2624
71,577,2624
20,578,2625
20,579,2626
141,579,2626
20,580,2627
160,580,2627
187,580,2627
20,581,2628
128,581,2628
145,581,2628
20,582,2629
98,582,2629
20,583,2630
83,583,2630
20,584,2631
94,584,2631
20,585,2632
130,585,2632
20,586,2633
72,586,2633
20,587,2634
145,587,2634
20,588,2635
36,588,2635
20,589,2636
96,589,2636
20,590,2637
34,590,2637
20,591,2638
20,592,2639
20,593,2640
141,593,2640
20,594,2641
115,594,2641
20,595,2642
94,595,2642
226,595,2642
20,596,2643
41,596,2643
176,596,2643
20,597,2644
20,598,2645
91,598,2645
20,599,2646
101,599,2646
21,600,2647
43,600,2647
129,600,2647
21,601,2648
73,601,2648
225,601,2648
21,602,2649
189,602,2649
21,603,2650
21,604,2651
118,604,2651
220,604,2651
21,605,2652
188,605,2652
21,606,2653
145,606,2653
21,607,2654
167,607,2654
21,608,2655
83,608,2655
136,608,2655
21,609,2656
63,609,2656
182,609,2656
21,610,2657
81,610,2657
203,610,2657
21,611,2658
40,611,2658
139,611,2658
21,612,2659
72,612,2659
21,613,2660
21,614,2661
66,614,2661
167,614,2661
21,615,2662
101,615,2662
21,616,2663
58,616,2663
21,617,2664
62,617,2664
142,617,2664
21,618,2665
58,618,2665
21,619,2666
125,619,2666
21,620,2667
21,621,2668
132,621,2668
21,622,2669
116,622,2669
197,622,2669
199,622,2669
21,623,2670
50,623,2670
21,624,2671
186,624,2671
21,625,2672
59,625,2672
150,625,2672
21,626,2673
88,626,2673
21,627,2674
38,627,2674
144,627,2674
21,628,2675
215,628,2675
21,629,2676
22,630,2677
100,630,2677
176,630,2677
22,631,2678
145,631,2678
22,632,2679
102,632,2679
173,632,2679
22,633,2680
22,634,2681
151,634,2681
228,634,2681
22,635,2682
221,635,2682
22,636,2683
153,636,2683
22,637,2684
74,637,2684
22,638,2685
22,639,2686
121,639,2686
22,640,2687
107,640,2687
182,640,2687
22,641,2688
66,641,2688
163,641,2688
22,642,2689
22,643,2690
130,643,2690
22,644,2691
57,644,2691
71,644,2691
173,644,2691
22,645,2692
60,645,2692
151,645,2692
22,646,2693
75,646,2693
212,646,2693
22,647,2694
22,648,2695
122,648,2695
22,649,2696
100,649,2696
22,650,2697
121,650,2697
163,650,2697
22,651,2698
135,651,2698
22,652,2699
22,653,2700
47,653,2700
182,653,2700
22,654,2701
49,654,2701
22,655,2702
77,655,2702
22,656,2703
22,657,2704
67,657,2704
160,657,2704
22,658,2705
59,658,2705
23,659,2706
93,659,2706
125,659,2706
23,660,2707
130,660,2707
23,661,2708
48,661,2708
145,661,2708
23,662,2709
66,662,2709
23,663,2710
193,663,2710
23,664,2711
45,664,2711
23,665,2712
23,666,2713
67,666,2713
23,667,2714
23,668,2715
23,669,2716
23,670,2717
70,670,2717
23,671,2718
68,671,2718
141,671,2718
23,672,2719
37,672,2719
23,673,2720
56,673,2720
23,674,2721
149,674,2721
23,675,2722
23,676,2723
72,676,2723
23,677,2724
128,677,2724
23,678,2725
23,679,2726
68,679,2726
175,679,2726
23,680,2727
23,681,2728
149,681,2728
23,682,2729
149,682,2729
23,683,2730
87,683,2730
23,684,2731
23,685,2732
56,685,2732
149,685,2732
23,686,2733
128,686,2733
23,687,2734
66,687,2734
23,688,2735
136,688,2735
24,689,2736
112,689,2736
24,690,2737
37,690,2737
147,690,2737
24,691,2738
67,691,2738
141,691,2738
24,692,2739
100,692,2739
171,692,2739
190,692,2739
24,693,2740
24,694,2741
78,694,2741
178,694,2741
24,695,2742
141,695,2742
24,696,2743
57,696,2743
189,696,2743
206,696,2743
24,697,2744
76,697,2744
24,698,2745
224,698,2745
24,699,2746
34,699,2746
24,700,2747
112,700,2747
24,701,2748
24,702,2749
24,703,2750
144,703,2750
24,704,2751
142,704,2751
24,705,2752
24,706,2753
50,706,2753
24,707,2754
51,707,2754
152,707,2754
24,708,2755
137,708,2755
24,709,2756
57,709,2756
69,709,2756
24,710,2757
24,711,2758
57,711,2758
24,712,2759
57,712,2759
24,713,2760
87,713,2760
170,713,2760
24,714,2761
116,714,2761
24,715,2762
72,715,2762
24,716,2763
69,716,2763
24,717,2764
81,717,2764
198,717,2764
24,718,2765
130,718,2765
25,719,2766
130,719,2766
171,719,2766
25,720,2767
138,720,2767
25,721,2768
51,721,2768
173,721,2768
25,722,2769
25,723,2770
25,724,2771
79,724,2771
25,725,2772
181,725,2772
25,726,2773
25,727,2774
57,727,2774
25,728,2775
74,728,2775
134,728,2775
25,729,2776
25,730,2777
57,730,2777
71,730,2777
25,731,2778
104,731,2778
25,732,2779
36,732,2779
25,733,2780
43,733,2780
221,733,2780
25,734,2781
25,735,2782
210,735,2782
25,736,2783
37,736,2783
57,736,2783
153,736,2783
25,737,2784
42,737,2784
64,737,2784
25,738,2785
166,738,2785
25,739,2786
84,739,2786
225,739,2786
25,740,2787
113,740,2787
183,740,2787
25,741,2788
25,742,2789
114,742,2789
178,742,2789
25,743,2790
181,743,2790
232,743,2790
25,744,2791
38,744,2791
59,744,2791
25,745,2792
81,745,2792
25,746,2793
102,746,2793
25,747,2794
100,747,2794
25,748,2795
98,748,2795
139,748,2795
26,749,2796
132,749,2796
26,750,2797
26,751,2798
26,752,2799
89,752,2799
26,753,2800
134,753,2800
26,754,2801
125,754,2801
26,755,2802
26,756,2803
51,756,2803
137,756,2803
26,757,2804
45,757,2804
157,757,2804
26,758,2805
43,758,2805
126,758,2805
26,759,2806
104,759,2806
165,759,2806
26,760,2807
122,760,2807
26,761,2808
26,762,2809
132,762,2809
222,762,2809
26,763,2810
51,763,2810
56,763,2810
26,764,2811
50,764,2811
140,764,2811
26,765,2812
26,766,2813
26,767,2814
48,767,2814
26,768,2815
150,768,2815
26,769,2816
173,769,2816
26,770,2817
127,770,2817
26,771,2818
96,771,2818
26,772,2819
113,772,2819
26,773,2820
76,773,2820
191,773,2820
26,774,2821
26,775,2822
42,775,2822
26,776,2823
62,776,2823
26,777,2824
26,778,2825
63,778,2825
27,779,2826
85,779,2826
134,779,2826
27,780,2827
37,780,2827
58,780,2827
27,781,2828
98,781,2828
27,782,2829
27,783,2830
27,784,2831
170,784,2831
27,785,2832
57,785,2832
27,786,2833
150,786,2833
205,786,2833
27,787,2834
38,787,2834
27,788,2835
60,788,2835
204,788,2835
27,789,2836
125,789,2836
27,790,2837
51,790,2837
27,791,2838
93,791,2838
126,791,2838
27,792,2839
49,792,2839
57,792,2839
167,792,2839
27,793,2840
27,794,2841
46,794,2841
27,795,2842
57,795,2842
65,795,2842
136,795,2842
27,796,2843
125,796,2843
27,797,2844
27,798,2845
86,798,2845
27,799,2846
85,799,2846
27,800,2847
115,800,2847
184,800,2847
229,800,2847
27,801,2848
100,801,2848
27,802,2849
84,802,2849
27,803,2850
83,803,2850
27,804,2851
49,804,2851
190,804,2851
27,805,2852
111,805,2852
174,805,2852
27,806,2853
96,806,2853
27,807,2854
27,808,2855
59,808,2855
158,808,2855
28,809,2856
28,810,2857
28,811,2858
28,812,2859
152,812,2859
191,812,2859
208,812,2859
28,813,2860
85,813,2860
28,814,2861
28,815,2862
79,815,2862
28,816,2863
28,817,2864
130,817,2864
28,818,2865
28,819,2866
135,819,2866
28,820,2867
148,820,2867
28,821,2868
28,822,2869
83,822,2869
28,823,2870
213,823,2870
28,824,2871
149,824,2871
28,825,2872
44,825,2872
161,825,2872
28,826,2873
88,826,2873
28,827,2874
28,828,2875
105,828,2875
28,829,2876
28,830,2877
66,830,2877
28,831,2878
28,832,2879
37,832,2879
57,832,2879
28,833,2880
40,833,2880
178,833,2880
28,834,2881
28,835,2882
28,836,2883
28,837,2884
28,838,2885
29,839,2886
101,839,2886
29,840,2887
29,841,2888
64,841,2888
199,841,2888
29,842,2889
199,842,2889
29,843,2890
37,843,2890
175,843,2890
29,844,2891
63,844,2891
141,844,2891
29,845,2892
29,846,2893
62,846,2893
215,846,2893
29,847,2894
29,848,2895
57,848,2895
70,848,2895
136,848,2895
29,849,2896
227,849,2896
29,850,2897
150,850,2897
29,851,2898
29,852,2899
29,853,2900
29,854,2901
49,854,2901
29,855,2902
150,855,2902
29,856,2903
29,857,2904
74,857,2904
186,857,2904
29,858,2905
146,858,2905
167,858,2905
29,859,2906
46,859,2906
138,859,2906
29,860,2907
84,860,2907
29,861,2908
149,861,2908
29,862,2909
29,863,2910
125,863,2910
29,864,2911
140,864,2911
192,864,2911
29,865,2912
74,865,2912
29,866,2913
84,866,2913
29,867,2914
64,867,2914
166,867,2914
29,868,2915
82,868,2915
136,868,2915
30,869,2916
81,869,2916
30,870,2917
85,870,2917
195,870,2917
30,871,2918
100,871,2918
149,871,2918
201,871,2918
30,872,2919
64,872,2919
176,872,2919
30,873,2920
93,873,2920
30,874,2921
133,874,2921
30,875,2922
30,876,2923
30,877,2924
34,877,2924
181,877,2924
30,878,2925
30,879,2926
59,879,2926
232,879,2926
30,880,2927
194,880,2927
30,881,2928
148,881,2928
30,882,2929
46,882,2929
30,883,2930
30,884,2931
30,885,2932
37,885,2932
133,885,2932
30,886,2933
127,886,2933
30,887,2934
30,888,2935
45,888,2935
30,889,2936
74,889,2936
184,889,2936
30,890,2937
48,890,2937
203,890,2937
30,891,2938
56,891,2938
148,891,2938
30,892,2939
110,892,2939
30,893,2940
42,893,2940
59,893,2940
30,894,2941
30,895,2942
30,896,2943
140,896,2943
30,897,2944
152,897,2944
30,898,2945
131,898,2945
31,899,2946
40,899,2946
59,899,2946
31,900,2947
31,901,2948
148,901,2948
31,902,2949
67,902,2949
123,902,2949
31,903,2950
86,903,2950
156,903,2950
31,904,2951
31,905,2952
101,905,2952
31,906,2953
50,906,2953
135,906,2953
31,907,2954
150,907,2954
31,908,2955
133,908,2955
31,909,2956
108,909,2956
139,909,2956
31,910,2957
44,910,2957
31,911,2958
31,912,2959
101,912,2959
145,912,2959
31,913,2960
44,913,2960
161,913,2960
31,914,2961
140,914,2961
31,915,2962
122,915,2962
31,916,2963
106,916,2963
31,917,2964
36,917,2964
131,917,2964
31,918,2965
131,918,2965
31,919,2966
31,920,2967
31,921,2968
105,921,2968
31,922,2969
78,922,2969
168,922,2969
31,923,2970
42,923,2970
31,924,2971
138,924,2971
31,925,2972
122,925,2972
31,926,2973
31,927,2974
74,927,2974
31,928,2975
215,928,2975
32,929,2976
32,930,2977
91,930,2977
32,931,2978
32,932,2979
215,932,2979
32,933,2980
32,934,2981
32,935,2982
43,935,2982
32,936,2983
131,936,2983
32,937,2984
184,937,2984
32,938,2985
102,938,2985
177,938,2985
32,939,2986
98,939,2986
149,939,2986
200,939,2986
32,940,2987
50,940,2987
32,941,2988
116,941,2988
32,942,2989
182,942,2989
32,943,2990
32,944,2991
181,944,2991
32,945,2992
89,945,2992
179,945,2992
32,946,2993
32,947,2994
32,948,2995
32,949,2996
193,949,2996
32,950,2997
32,951,2998
47,951,2998
164,951,2998
32,952,2999
32,953,3000
131,953,3000
32,954,3001
32,955,3002
46,955,3002
173,955,3002
32,956,3003
32,957,3004
151,957,3004
32,958,3005
78,958,3005
33,959,3006
67,959,3006
33,960,3007
61,960,3007
134,960,3007
33,961,3008
60,961,3008
33,962,3009
60,962,3009
129,962,3009
225,962,3009
33,963,3010
33,964,3011
85,964,3011
33,965,3012
43,965,3012
175,965,3012
33,966,3013
74,966,3013
226,966,3013
33,967,3014
46,967,3014
127,967,3014
33,968,3015
50,968,3015
33,969,3016
130,969,3016
33,970,3017
68,970,3017
169,970,3017
218,970,3017
33,971,3018
69,971,3018
33,972,3019
83,972,3019
33,973,3020
83,973,3020
158,973,3020
33,974,3021
80,974,3021
229,974,3021
33,975,3022
69,975,3022
33,976,3023
127,976,3023
33,977,3024
80,977,3024
154,977,3024
33,978,3025
59,978,3025
151,978,3025
192,978,3025
33,979,3026
61,979,3026
203,979,3026
33,980,3027
180,980,3027
196,980,3027
